Rank,Name,Platform,Year,Genre,Publisher,NA_Sales_Million,EU_Sales_Million,JP_Sales_Million,Other_Sales_Million,Global_Sales_Million
3422,I Am In The Movie,Wii,2012,Simulation,Namco Bandai Games,0,0,0.08,0,0.08
3423,Zero: Tsukihami no Kamen,Wii,,Action,Nintendo,0,0,0.08,0,0.08
3424,10 Minute Solution,Wii,2010,Sports,Activision,0.06,0.01,0,0.01,0.08
3425,Petz Fantasy: Sunshine Magic,DS,2010,Simulation,Ubisoft,0.07,0,0,0,0.08
3426,Adventure Time: Explore the Dungeon Because I Don't Know!,X360,2013,Action,D3Publisher,0.03,0.04,0,0.01,0.08
3427,Toukiden 2,PS4,2016,Action,Tecmo Koei,0,0,0.08,0,0.08
3428,Pretty Rhythm Rainbow Live: Kira Kira My * Design,3DS,2013,Misc,Takara Tomy,0,0,0.08,0,0.08
3429,Adventure Time: The Secret of the Nameless Kingdom,3DS,2014,Action,Little Orbit,0,0.07,0,0,0.08
3430,Little League World Series Baseball: Double Play,DS,2010,Sports,Activision,0.08,0,0,0.01,0.08
3431,DanceDanceRevolution,X360,2011,Simulation,Konami Digital Entertainment,0.08,0,0,0.01,0.08
3432,"3 in 1: Solitaire, Mahjong & Tangram",DS,2010,Misc,Deep Silver,0,0.07,0,0.01,0.08
3433,Steins;Gate: Hiyoku Renri no Darling,X360,2011,Adventure,5pb,0,0,0.08,0,0.08
3434,Diego's Build & Rescue,DS,2010,Action,Take-Two Interactive,0.07,0,0,0.01,0.08
3435,NASCAR The Game: Inside Line,PS3,2012,Racing,Activision,0.07,0,0,0.01,0.08
3436,Kaidan Restaurant: Ura Menu 100-Sen,DS,2010,Misc,Namco Bandai Games,0,0,0.08,0,0.08
3437,Pac-Man and the Ghostly Adventures 2,3DS,2014,Adventure,Namco Bandai Games,0.03,0.05,0,0.01,0.08
3438,Horrid Henry's Horrid Adventure,DS,2010,Adventure,Asylum Entertainment,0,0.07,0,0.01,0.08
3439,The Hidden,3DS,,Adventure,Unknown,0.08,0,0,0,0.08
3440,Jimmie Johnson's Anything With an Engine,Wii,2011,Racing,Konami Digital Entertainment,0.07,0,0,0.01,0.08
3441,Wolfenstein: The Old Blood,PC,2015,Action,Bethesda Softworks,0,0.08,0,0,0.08
3442,The Sims 3: Fast Lane Stuff,PC,2010,Simulation,Electronic Arts,0.01,0.05,0,0.02,0.08
3443,Junior Classic Books & Fairytales,DS,2010,Misc,GSP,0.06,0.01,0,0.01,0.08
3444,Knights Contract,X360,2011,Action,Namco Bandai Games,0.05,0.03,0,0.01,0.08
3445,Chronicles of Mystery: The Secret Tree of Life,DS,2011,Adventure,City Interactive,0.03,0.04,0,0.01,0.08
3446,Uta no Prince-Sama: All Star After Secret,PSP,2015,Action,Broccoli,0,0,0.08,0,0.08
3447,Puzzle Chronicles,PSP,2010,Puzzle,Konami Digital Entertainment,0.07,0,0,0.01,0.08
3448,The Witch and the Hundred Knight,PS4,2015,Role-Playing,Nippon Ichi Software,0.02,0.01,0.05,0.01,0.08
3449,"Warhammer 40,000: Dawn of War II - Retribution",PC,2011,Strategy,THQ,0,0.06,0,0.02,0.08
3450,Persona 4: Arena Ultimax,X360,2014,Fighting,Atlus,0.06,0.01,0,0.01,0.08
3451,Super Sentai Battle: Ranger Cross,Wii,2011,Action,Namco Bandai Games,0,0,0.08,0,0.08
3452,AKB1/149: Love Election,PS3,2013,Adventure,Namco Bandai Games,0,0,0.08,0,0.08
3453,Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama,PSP,2011,Strategy,Acquire,0,0,0.08,0,0.08
3454,Man vs. Wild,PS3,2010,Action,Abylight,0.07,0,0,0.01,0.08
3455,Witches & Vampires: The Secrets of Ashburry,DS,2010,Adventure,DTP Entertainment,0.05,0.02,0,0.01,0.08
3456,Cabela's North American Adventures,PS2,2010,Sports,Activision,0.04,0.03,0,0.01,0.08
3457,Akiba's Trip Plus,PSP,2012,Adventure,Acquire,0,0,0.08,0,0.08
3458,Dragon Ball Z: Battle of Z,X360,2014,Fighting,Namco Bandai Games,0.01,0.06,0,0.01,0.08
3459,Kobitodzukan: Kobito no Fushigi - Jikken Set,3DS,2013,Misc,Nippon Columbia,0,0,0.08,0,0.08
3460,Serious Sam 3: BFE,PC,2011,Shooter,Mastertronic,0.01,0.05,0,0.01,0.08
3461,MXGP 2,PS4,2016,Racing,Milestone S.r.l.,0.02,0.05,0,0.01,0.08
3462,Doraemon: Nobita and the Island of Miracles,3DS,2012,Action,FuRyu,0,0,0.08,0,0.08
3463,Puzzler Mind Gym 3D,3DS,2011,Puzzle,Ubisoft,0.07,0,0,0,0.08
3464,Lost Dimension,PS3,2014,Role-Playing,Nippon Ichi Software,0.05,0.01,0,0.01,0.08
3465,Gekijouban Madoka Magicka: The Battle Pentagram,PSV,2013,Action,Namco Bandai Games,0,0,0.08,0,0.08
3466,Sherlock Holmes: Crimes & Punishments,XOne,2014,Adventure,Focus Home Interactive,0.03,0.04,0,0.01,0.08
3467,The Croods: Prehistoric Party!,DS,2013,Misc,D3Publisher,0.03,0.04,0,0.01,0.08
3468,Sengoku Musou 3: Moushouden,Wii,2011,Action,Ackkstudios,0,0,0.08,0,0.08
3469,Looney Tunes: Galactic Sports,PSV,2015,Action,Sony Computer Entertainment,0,0.06,0,0.02,0.08
3470,The First Templar,PC,2011,Action,Kalypso Media,0.06,0.01,0,0.01,0.08
3471,Rock Revolution,Wii,,Misc,Unknown,0.07,0,0,0.01,0.08
3472,Little League World Series Baseball 2010,PS3,2010,Sports,Activision,0.07,0,0,0.01,0.08
3473,BioShock The Collection,XOne,2016,Shooter,Take-Two Interactive,0.03,0.04,0,0.01,0.08
3474,Johnny Test,DS,2011,Platform,505 Games,0.07,0,0,0.01,0.08
3475,Just Dance: Disney Party 2,WiiU,2015,Action,Ubisoft,0.06,0.01,0,0.01,0.08
3476,Valkyrie Drive: Bhikkhuni,PSV,2015,Action,PQube,0,0.01,0.07,0,0.08
3477,Madden NFL 17,X360,2016,Sports,Electronic Arts,0.06,0.01,0,0.01,0.08
3478,The Voice,X360,2014,Action,Activision,0.07,0,0,0.01,0.08
3479,Dead Island: Riptide,PC,,Action,Deep Silver,0,0.07,0,0.01,0.08
3480,Sherlock Holmes: Crimes & Punishments,PS3,2014,Adventure,Focus Home Interactive,0.03,0.04,0,0.01,0.08
3481,Motto! Stitch! DS Rhythm de Rakugaki Daisakusen,DS,2010,Misc,Disney Interactive Studios,0,0,0.08,0,0.08
3482,Rapala Pro Bass Fishing 2010,PS2,2010,Sports,Activision,0.04,0.03,0,0.01,0.08
3483,My First Songs,Wii,2010,Misc,Mindscape,0,0.07,0,0.01,0.08
3484,Dungeon Travelers 2: The Royal Library & The Monster Seal,PSP,2013,Role-Playing,Aqua Plus,0,0,0.08,0,0.08
3485,Assassin's Creed Chronicles,PS4,2016,Action,Ubisoft,0.01,0.05,0.01,0.01,0.08
3486,Legend of the Guardians: The Owls of Ga'Hoole,PS3,2010,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0,0.01,0.08
3487,Minecraft: Story Mode,PC,2015,Adventure,Mojang,0.02,0.05,0,0.01,0.08
3488,FabStyle,DS,2011,Strategy,Tecmo Koei,0,0,0.08,0,0.08
3489,Grease Dance,PS3,2011,Misc,505 Games,0.05,0.02,0,0.01,0.08
3490,The Golf Club,PS4,2014,Sports,Unknown,0.05,0.02,0,0.01,0.08
3491,Rayman Origins,PC,2012,Platform,Ubisoft,0,0.06,0,0.01,0.08
3492,Medabots Dual: Kabuto / Kuwagata,3DS,2013,Role-Playing,Rocket Company,0,0,0.08,0,0.08
3493,We Sing Rock!,Wii,2011,Misc,Nordic Games,0,0.07,0,0.01,0.08
3494,Gunblade NY & L.A. Machineguns Arcade Hits Pack,Wii,2010,Shooter,Sega,0.06,0.01,0,0.01,0.08
3495,Dawn of Heroes,DS,2010,Role-Playing,Majesco Entertainment,0.07,0,0,0,0.08
3496,Bleach: Heat the Soul 7,PSP,2010,Fighting,Sony Computer Entertainment,0,0,0.08,0,0.08
3497,Terraria,3DS,2016,Action,505 Games,0,0.03,0.04,0,0.08
3498,Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,3DS,2012,Action,Namco Bandai Games,0,0,0.08,0,0.08
3499,Dragon's Dogma Online,PS4,2015,Role-Playing,Capcom,0,0,0.08,0,0.08
3500,Criminal Girls: Invite Only,PSP,2010,Role-Playing,Nippon Ichi Software,0,0,0.08,0,0.08
3501,Emily the Strange: Strangerous,DS,2011,Action,DTP Entertainment,0.04,0.03,0,0.01,0.08
3502,Daniel X: The Ultimate Power,DS,2010,Action,THQ,0.07,0,0,0.01,0.08
3503,Family Game Night 4: The Game Show,X360,2011,Misc,Electronic Arts,0.07,0,0,0.01,0.08
3504,Ro-Kyu-Bu!,PSP,2011,Adventure,Kadokawa Shoten,0,0,0.08,0,0.08
3505,Man vs. Wild,Wii,2011,Action,Crave Entertainment,0.07,0,0,0,0.08
3506,Pro Yakyuu Famista DS 2010,DS,2010,Sports,Namco Bandai Games,0,0,0.08,0,0.08
3507,Legend of the Guardians: The Owls of Ga'Hoole,X360,2010,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0,0.01,0.08
3508,Need for Speed: Most Wanted,PC,2012,Racing,Electronic Arts,0,0.06,0,0.02,0.08
3509,Samurai Warriors Chronicles 3,3DS,2014,Action,Tecmo Koei,0,0,0.08,0,0.08
3510,Brothers in Arms: Furious 4,PS3,2012,Shooter,Ubisoft,0.01,0.05,0,0.02,0.08
3511,Titanic Mystery,DS,2010,Puzzle,PlayV,0.05,0.02,0,0.01,0.08
3512,Genkai Totsuki Moero Chronicle,PSV,2014,Role-Playing,Compile Heart,0,0,0.08,0,0.08
3513,Metal Gear Solid V: The Phantom Pain,PC,2015,Action,Konami Digital Entertainment,0,0.07,0,0,0.08
3514,Madden NFL 17,PS3,2016,Sports,Electronic Arts,0.05,0.01,0,0.01,0.08
3515,WRC 2: FIA World Rally Championship,X360,2011,Racing,Ubisoft,0,0.06,0,0.01,0.08
3516,Conception: Please Give Birth to My Child!,PSP,2012,Role-Playing,Spike,0,0,0.08,0,0.08
3517,WRC 5: FIA World Rally Championship,PSV,2015,Sports,Bigben Interactive,0,0.06,0,0.02,0.08
3518,Winter Sports 2011,Wii,2011,Sports,DTP Entertainment,0,0.06,0,0.01,0.08
3519,The Idolmaster: Gravure For You! Vol. 3,PS3,2011,Misc,Namco Bandai Games,0,0,0.08,0,0.08
3520,Shovel Knight,PS4,2015,Platform,Yacht Club Games,0.03,0.03,0,0.01,0.08
3521,Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,DS,2011,Sports,Konami Digital Entertainment,0,0,0.08,0,0.08
3522,Nicola Kanshuu: Model Oshare * Audition Platina,3DS,2012,Action,Alchemist,0,0,0.08,0,0.08
3523,Fairy Tail: Portable Guild 2,PSP,2011,Fighting,Konami Digital Entertainment,0,0,0.08,0,0.08
3524,Yoru no Nai Kuni,PS4,2015,Role-Playing,Tecmo Koei,0,0,0.08,0,0.08
3525,Beat City,DS,2010,Misc,THQ,0.07,0,0,0.01,0.07
3526,Mega Man Legacy Collection,PS4,2016,Platform,Capcom,0.06,0,0,0.01,0.07
3527,AKB1/149: Love Election,PSV,2012,Adventure,Namco Bandai Games,0,0,0.07,0,0.07
3528,Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,PSP,2010,Adventure,Sony Computer Entertainment,0,0,0.07,0,0.07
3529,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PS3,2011,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07
3530,Hakuouki DS,DS,2010,Adventure,Idea Factory,0,0,0.07,0,0.07
3531,Mega Man Battle Network: Operation Shooting Star,DS,,Role-Playing,Capcom,0,0,0.07,0,0.07
3532,Medabots 8,3DS,2014,Role-Playing,Rocket Company,0,0,0.07,0,0.07
3533,Momotarou Dentetsu Tag Match: Yuujou - Doryoku - Shouri no Maki!,PSP,2010,Misc,Hudson Soft,0,0,0.07,0,0.07
3534,Zumba Fitness Core,Wii,2012,Misc,505 Games,0,0.07,0,0.01,0.07
3535,Yoru no Nai Kuni,PSV,2015,Role-Playing,Tecmo Koei,0,0,0.07,0,0.07
3536,Generator Rex: Agent of Providence,PS3,2011,Action,Activision,0.05,0.01,0,0.01,0.07
3537,Jimmie Johnson's Anything With an Engine,PS3,2011,Racing,Konami Digital Entertainment,0.07,0,0,0.01,0.07
3538,Jewel Link Chronicles: Legend of Athena,DS,2011,Puzzle,GSP,0,0.06,0,0.01,0.07
3539,Touch Detective: Nameko Shigeru,3DS,2013,Adventure,Success,0,0,0.07,0,0.07
3540,Aikatsu! My No.1 Stage!,3DS,2015,Misc,Namco Bandai Games,0,0,0.07,0,0.07
3541,Santa Claus Is Comin' to Town!,DS,2011,Puzzle,Crave Entertainment,0.07,0,0,0.01,0.07
3542,Adventure Time: Finn & Jake Investigations,3DS,2015,Action,Little Orbit,0.02,0.05,0,0.01,0.07
3543,Kenka Banchou 6: Soul & Blood,3DS,2015,Fighting,Screenlife,0,0,0.07,0,0.07
3544,Jewel Time Deluxe,DS,2011,Puzzle,O-Games,0.04,0.03,0,0.01,0.07
3545,Warriors Orochi 3,PSV,2013,Action,Tecmo Koei,0,0,0.07,0,0.07
3546,PhotoKano,PSV,2013,Adventure,Kadokawa Shoten,0,0,0.07,0,0.07
3547,Soccer Tsuku: Pro Soccer Club o Tsukurou!,PSV,2013,Sports,Sega,0,0,0.07,0,0.07
3548,Summon Night 4,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07
3549,Saint Seiya: Brave Soldiers,PS3,2013,Fighting,Namco Bandai Games,0,0.01,0.06,0,0.07
3550,The Sims 3: Barnacle Bay,PC,2011,Simulation,Electronic Arts,0.07,0,0,0.01,0.07
3551,Hero Bank,3DS,2014,Role-Playing,Sega,0,0,0.07,0,0.07
3552,Tokimeki Memorial Girl's Side Premium: 3rd Story,PSP,2012,Adventure,Konami Digital Entertainment,0,0,0.07,0,0.07
3553,Smashing Drive,GC,,Racing,Unknown,0.06,0.01,0,0,0.07
3554,ZhuZhu Pets: Quest for Zhu,DS,2011,Misc,Activision,0.07,0,0,0.01,0.07
3555,Resident Evil Zero,XOne,2016,Action,Capcom,0.05,0.02,0,0.01,0.07
3556,Tropico 5,X360,2014,Simulation,Kalypso Media,0.03,0.04,0,0.01,0.07
3557,OK! Puzzle Stars,DS,2010,Puzzle,Ubisoft,0,0.06,0,0.01,0.07
3558,Goodbye Deponia,PC,2013,Adventure,Daedalic Entertainment,0,0.06,0,0.01,0.07
3559,You Don't Know Jack,DS,2011,Misc,THQ,0.07,0,0,0.01,0.07
3560,Damage Inc.: Pacific Squadron WWII,X360,2012,Simulation,Mad Catz,0.07,0,0,0.01,0.07
3561,Cartoon Network: Punch Time Explosion XL,X360,2011,Fighting,Crave Entertainment,0.07,0,0,0,0.07
3562,Busou Shinki: Battle Masters,PSP,2010,Action,Konami Digital Entertainment,0,0,0.07,0,0.07
3563,Mugen Souls Z,PS3,2013,Role-Playing,Nippon Ichi Software,0.02,0.01,0.04,0.01,0.07
3564,Winning Post 7 2012,PS3,2012,Sports,Ackkstudios,0,0,0.07,0,0.07
3565,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016,Action,Activision,0.04,0.02,0,0.01,0.07
3566,Utawarerumono: Itsuwari no Kamen,PSV,2015,Adventure,Aqua Plus,0,0,0.07,0,0.07
3567,The Wolf Among Us,XOne,2014,Adventure,Telltale Games,0.05,0.02,0,0.01,0.07
3568,Invizimals: The Alliance,PSV,2013,Action,Sony Computer Entertainment,0,0.05,0,0.02,0.07
3569,Disney's Planes,3DS,2013,Simulation,Disney Interactive Studios,0.04,0.03,0,0.01,0.07
3570,Rugby League 3,Wii,2010,Sports,Alternative Software,0,0.06,0,0.01,0.07
3571,Lupin Sansei: Shijou Saidai no Zunousen,DS,2010,Adventure,Namco Bandai Games,0,0,0.07,0,0.07
3572,Blood Drive,PS3,2010,Racing,Activision,0.07,0,0,0,0.07
3573,Model * Oshare Audition: Dream Girl,3DS,2013,Misc,Alchemist,0,0,0.07,0,0.07
3574,Let's Paint,Wii,2010,Simulation,Zoo Games,0.07,0,0,0,0.07
3575,Squishy Tank,DS,2010,Puzzle,Natsume,0.07,0,0,0,0.07
3576,Just Dance: Disney Party 2,X360,2015,Action,Ubisoft,0.05,0.01,0,0.01,0.07
3577,Pro Farm 1,PC,2011,Simulation,Excalibur Publishing,0,0.06,0,0.01,0.07
3578,Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,Wii,2010,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07
3579,Rugby World Cup 2015,PS3,2015,Sports,Ubisoft,0,0.06,0,0.01,0.07
3580,Petz Fantasy 3D,3DS,2011,Simulation,Ubisoft,0.07,0,0,0,0.07
3581,Dark Souls,PC,2012,Role-Playing,Namco Bandai Games,0,0.06,0,0.01,0.07
3582,Hakuouki: Yuugi Roku,PSP,2010,Adventure,Idea Factory,0,0,0.07,0,0.07
3583,Fantasia: Music Evolved,X360,2014,Misc,Disney Interactive Studios,0.05,0.01,0,0.01,0.07
3584,Speed,Wii,2010,Racing,Unknown,0.04,0.02,0,0.01,0.07
3585,E.X. Troopers,3DS,2012,Shooter,Capcom,0,0,0.07,0,0.07
3586,Guilty Gear Xrd -Revelator-,PS4,2016,Fighting,PQube,0.02,0,0.05,0,0.07
3587,Grand Kingdom,PSV,2015,Role-Playing,Nippon Ichi Software,0.01,0.02,0.04,0.01,0.07
3588,J Legend Retsuden,3DS,2013,Misc,Namco Bandai Games,0,0,0.07,0,0.07
3589,The Testament of Sherlock Holmes,PC,2012,Adventure,Focus Home Interactive,0,0.06,0,0.01,0.07
3590,Pac-Man and the Ghostly Adventures 2,WiiU,2014,Adventure,Namco Bandai Games,0.05,0.02,0,0.01,0.07
3591,Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,2012,Action,Namco Bandai Games,0,0,0.07,0,0.07
3592,Moxie Girlz,DS,2011,Misc,GameMill Entertainment,0.07,0,0,0,0.07
3593,Operation Flashpoint: Red River,PC,2011,Shooter,Codemasters,0.01,0.04,0,0.01,0.07
3594,Dream Trigger 3D,3DS,,Shooter,D3Publisher,0.04,0.02,0,0.01,0.07
3595,Vampire Legends: Power of Three,DS,2010,Adventure,THQ,0.07,0,0,0,0.07
3596,"Horrid Henry: The Good, The Bad and The Bugly",3DS,2011,Platform,Asylum Entertainment,0,0.06,0,0.01,0.07
3597,Kane & Lynch 2: Dog Days,PC,2010,Shooter,Square Enix,0,0.06,0,0.01,0.07
3598,Magi: The Labyrinth of Beginning,3DS,2013,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07
3599,The Wolf Among Us,PSV,2014,Adventure,Telltale Games,0.05,0,0,0.02,0.07
3600,Tornado,DS,,Action,Ignition Entertainment,0.07,0,0,0,0.07
3601,I Don't Have Many Friends Portable,PSP,2012,Adventure,Namco Bandai Games,0,0,0.07,0,0.07
3602,Rock Band Country Track Pack 2,PS3,2011,Misc,MTV Games,0.07,0,0,0.01,0.07
3603,Lost Heroes,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07
3604,The Legend of Heroes VII: The Trail of Zero,PSV,2012,Role-Playing,Falcom Corporation,0,0,0.07,0,0.07
3605,Inversion,PS3,2012,Shooter,Namco Bandai Games,0.03,0.03,0,0.01,0.07
3606,Zumba Fitness Core,X360,2012,Misc,505 Games,0,0.06,0,0.01,0.07
3607,Rec Room Games,DS,2011,Sports,Destineer,0.07,0,0,0,0.07
3608,Pro Yaky? Spirits 2011,3DS,2011,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07
3609,McFarlane's Evil Prophecy,PS2,,Action,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07
3610,Emergency 2012,PC,2010,Simulation,Deep Silver,0.01,0.04,0,0.01,0.07
3611,Haikyuu!! Tsunage! Itadaki no Keshiki!!,3DS,2014,Adventure,Namco Bandai Games,0,0,0.07,0,0.07
3612,BlazBlue: Chrono Phantasma Extend,PSV,2015,Action,PQube,0,0.05,0,0.01,0.07
3613,Crime Lab: Body of Evidence,DS,2010,Adventure,City Interactive,0.05,0.01,0,0,0.07
3614,MotoGP 15,PS3,2015,Racing,Milestone S.r.l.,0,0.03,0.03,0.01,0.07
3615,Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PS3,2013,Strategy,Namco Bandai Games,0,0,0.07,0,0.07
3616,Ultimate Marvel vs. Capcom 3,X360,2011,Fighting,Capcom,0,0.03,0.04,0,0.07
3617,Battleborn,PC,2016,Shooter,Take-Two Interactive,0.03,0.03,0,0.01,0.07
3618,Reader Rabbit 1st Grade,Wii,2010,Misc,Graffiti,0.07,0,0,0,0.07
3619,Guilty Gear Xrd -Revelator-,PS3,2016,Fighting,PQube,0.01,0.02,0.02,0.01,0.07
3620,Drake of the 99 Dragons,XB,,Shooter,Unknown,0.05,0.01,0,0,0.07
3621,Cut the Rope,3DS,2014,Puzzle,Activision,0.06,0,0,0.01,0.07
3622,Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,DS,2010,Action,Namco Bandai Games,0,0,0.07,0,0.07
3623,The Legend of Heroes: Trails in the Sky First Chapter,PSV,2015,Role-Playing,Kadokawa Shoten,0,0,0.07,0,0.07
3624,Pizza Delivery Boy,Wii,2010,Simulation,Majesco Entertainment,0.06,0,0,0,0.07
3625,Doraemon: Nobita to Himitsu Dougu Hakubutsukan,3DS,2013,Action,FuRyu,0,0,0.07,0,0.07
3626,IA/VT Colorful,PSV,2015,Misc,Marvelous Entertainment,0,0,0.07,0,0.07
3627,Alpha and Omega,DS,2010,Action,Unknown,0.06,0,0,0,0.07
3628,Port Royale 3,PS3,,Simulation,Kalypso Media,0.06,0,0,0.01,0.07
3629,Trick DS-han: Kakushi Kami no Sumukan,DS,2010,Misc,Konami Digital Entertainment,0,0,0.07,0,0.07
3630,Enemy Front,PS3,2014,Shooter,City Interactive,0.01,0.05,0,0.01,0.07
3631,Assassin's Creed: Rogue,PC,2015,Action,Ubisoft,0.04,0.02,0,0.01,0.07
3632,Billy's Boot Camp: Wii de Enjoy Diet!,Wii,2011,Sports,Rocket Company,0,0,0.07,0,0.07
3633,Tournament of Legends,Wii,2010,Fighting,Sega,0.04,0.02,0,0.01,0.07
3634,Generator Rex: Agent of Providence,DS,2011,Action,Activision,0.05,0.01,0,0.01,0.07
3635,Dynasty Warriors 8: Empires,XOne,2014,Action,Tecmo Koei,0.04,0.02,0,0.01,0.07
3636,Fairy Tail: Zelef Kakusei,PSP,2012,Action,Unknown,0,0,0.07,0,0.07
3637,Tank! Tank! Tank!,WiiU,2012,Action,Namco Bandai Games,0.02,0.01,0.05,0,0.07
3638,Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,DS,2010,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07
3639,Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!,3DS,2014,Action,Nippon Columbia,0,0,0.07,0,0.07
3640,Divinity: Original Sin,XOne,2015,Role-Playing,Focus Home Interactive,0.04,0.02,0,0.01,0.07
3641,Toy Soldiers: War Chest,PS4,2015,Action,Ubisoft,0.06,0,0,0.01,0.07
3642,Ken to Mahou to Gakuen Mono. 3,PS3,2010,Role-Playing,Acquire,0,0,0.07,0,0.07
3643,Godzilla (2014),PS3,2014,Action,Namco Bandai Games,0,0.01,0.06,0,0.07
3644,Moshi Monsters: Katsuma Unleashed,3DS,2013,Action,Activision,0.03,0.04,0,0,0.07
3645,Pro Yaky? Spirits 2014,PSV,2014,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07
3646,Family Trainer: Treasure Adventure,Wii,2010,Sports,Namco Bandai Games,0,0.06,0,0.01,0.07
3647,GRID 2,PC,2013,Racing,Codemasters,0,0.06,0,0.01,0.07
3648,Grand Ages: Medieval,PS4,2015,Strategy,Kalypso Media,0,0.05,0.01,0.01,0.07
3649,Monster High: New Ghoul in School,PS3,2015,Action,Little Orbit,0,0.06,0,0.01,0.07
3650,Alan Wake,PC,2012,Action,Nordic Games,0,0.06,0,0.01,0.07
3651,Basketball Hall of Fame Ultimate Hoops Challenge,Wii,2010,Sports,Zoo Games,0.06,0,0,0,0.07
3652,Lost Heroes 2,3DS,2015,Action,Namco Bandai Games,0,0,0.07,0,0.07
3653,Just Dance: Disney Party 2,XOne,2015,Action,Ubisoft,0.05,0.01,0,0.01,0.07
3654,Mario Tennis,Wii,2010,Sports,Nintendo,0,0.06,0,0.01,0.07
3655,Cartoon Network: Punch Time Explosion XL,PS3,2011,Fighting,Crave Entertainment,0.06,0,0,0,0.07
3656,Build-A-Bear Workshop: Friendship Valley,Wii,,Misc,Unknown,0.06,0,0,0,0.07
3657,Alex Rider: Stormbreaker,DS,,Action,THQ,0.06,0,0,0,0.07
3658,Resident Evil 6,PS4,2016,Shooter,Capcom,0.05,0,0,0.01,0.07
3659,Yoostar on MTV,X360,,Misc,Unknown,0.06,0,0,0,0.07
3660,Challenge Me: Brain Puzzles 2,Wii,2010,Puzzle,O-Games,0,0.06,0,0.01,0.07
3661,Tony Hawk's Pro Skater 5,X360,2015,Sports,Activision,0.06,0,0,0.01,0.07
3662,Transformer: Rise of the Dark Spark (3DS),3DS,2014,Role-Playing,Activision,0.05,0.01,0,0.01,0.07
3663,Ragnarok: Hikari to Yami no Koujo,PSP,2011,Role-Playing,GungHo,0.02,0,0.05,0,0.07
3664,James Bond 007: Blood Stone,DS,2010,Shooter,Activision,0.05,0.01,0,0,0.07
3665,Cities XL 2012,PC,2011,Strategy,Focus Home Interactive,0.01,0.05,0,0.01,0.07
3666,Heroes Phantasia,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07
3667,Jewels of the Ages,DS,2011,Puzzle,City Interactive,0.03,0.03,0,0.01,0.07
3668,The Book of Unwritten Tales 2,PS4,2015,Adventure,Nordic Games,0,0.06,0,0.01,0.07
3669,Future Card Buddy Fight: Yuujou no Bakunetsu Fight,3DS,2015,Action,FuRyu,0,0,0.07,0,0.07
3670,Major League Baseball 2K10,PSP,2010,Sports,Take-Two Interactive,0.06,0,0,0,0.07
3671,Penguins of Madagascar,3DS,2014,Action,Namco Bandai Games,0,0.06,0,0,0.07
3672,Rapala Pro Bass Fishing 2010,PSP,2010,Sports,Activision,0.06,0,0,0.01,0.07
3673,My Amusement Park,DS,2010,Misc,Scholastic Inc.,0.06,0,0,0,0.07
3674,Winning Post 7 2010,PS3,2010,Sports,Tecmo Koei,0,0,0.07,0,0.07
3675,Nobunaga no Yabou: Tendou with Power-Up Kit,PS3,2011,Strategy,Tecmo Koei,0,0,0.07,0,0.07
3676,Transformer: Rise of the Dark Spark,WiiU,2014,Action,Activision,0.05,0.01,0,0.01,0.07
3677,Rayman Arena,XB,,Racing,Unknown,0.05,0.01,0,0,0.07
3678,Lucian Bee's: Justice Yellow / Evil Violet,PS2,2010,Adventure,5pb,0,0,0.07,0,0.07
3679,Sly 2: Band of Thieves,PS3,2010,Platform,Sony Computer Entertainment,0,0.05,0,0.02,0.07
3680,Hyperdimension Neptunia Victory,PSV,2014,Role-Playing,Compile Heart,0,0,0.07,0,0.07
3681,SBK 2011: FIM Superbike World Championship,X360,2011,Racing,Black Bean Games,0,0.06,0,0.01,0.07
3682,Fairy Fencer F: Advent Dark Force,PS4,2015,Role-Playing,Idea Factory International,0.02,0,0.05,0,0.07
3683,Monster Tale,DS,2011,Platform,Majesco Entertainment,0.06,0,0,0,0.07
3684,TRON: Evolution,PC,2010,Action,Disney Interactive Studios,0.06,0,0,0,0.07
